"original_artist","parent_artist","related_artist"
"Brother Ali","Gift Of Gab","Aceyalone"
"Brother Ali","Gift Of Gab","Soul Position"
"Brother Ali","Gift Of Gab","Lifesavas"
"Brother Ali","Gift Of Gab","Hieroglyphics"
"Brother Ali","Gift Of Gab","Zion I"
"Brother Ali","Gift Of Gab","Sweatshop Union"
"Brother Ali","Gift Of Gab","The Grouch"
"Brother Ali","Gift Of Gab","Living Legends"
"Brother Ali","Gift Of Gab","Abstract Rude"
"Brother Ali","Gift Of Gab","Mr. Lif"
"Brother Ali","Gift Of Gab","Fatlip"
"Brother Ali","Gift Of Gab","Murs"
"Brother Ali","Gift Of Gab","J-Live"
"Brother Ali","Gift Of Gab","Chali 2na"
"Brother Ali","Gift Of Gab","Binary Star"
"Brother Ali","Gift Of Gab","Ugly Duckling"
"Brother Ali","Cunninlynguists","Kno of Cunninlynguists"
"Brother Ali","Cunninlynguists","Tonedeff"
"Brother Ali","Cunninlynguists","Kno"
"Brother Ali","Cunninlynguists","Zion I"
"Brother Ali","Cunninlynguists","Brother Ali"
"Brother Ali","Cunninlynguists","Sweatshop Union"
"Brother Ali","Cunninlynguists","Murs"
"Brother Ali","Cunninlynguists","Apathy"
"Brother Ali","Cunninlynguists","CYNE"
"Brother Ali","Cunninlynguists","Hieroglyphics"
"Brother Ali","Cunninlynguists","Dilated Peoples"
"Brother Ali","Cunninlynguists","Jedi Mind Tricks"
"Brother Ali","Cunninlynguists","Sandpeople"
"Brother Ali","Cunninlynguists","Common Market"
"Brother Ali","Cunninlynguists","Binary Star"
"Brother Ali","Cunninlynguists","Blue Scholars"
"Brother Ali","Cunninlynguists","Gift Of Gab"
"Brother Ali","Cunninlynguists","Sadistik"
"Brother Ali","Cunninlynguists","R.A. The Rugged Man"
"Brother Ali","Cunninlynguists","Living Legends"
